Sentiment	Text	Entity	Performance	Usability	Security	Others
o	With Jersey or any JAX-RS project you can use a CODETERM1 / CODETERM2 for complete control over your JSON binding.	JAX-RS	0	1	0	0
o	"""You can make a Singleton factory that delivers encryption objects, but you cant trust them to be thread safe."""	Singleton	1	0	1	0
o	"Contract contract = new Contract(); contract.m_symbol = """"C""""; contract.m_secType = """"FUT""""; contract.m_exchange = """"CFE""""; contract.m_currency = """"USD""""; contract.m_expiry = """"201412"""";  m_client.reqMktData(12,contract,"""""""",FALSE)"",Shouldn't your order be more than an empty string?"	Contract	0	1	0	0
o	"""I not used anything other than NetBeans for Swing, but have been extremely happy with it."""	NetBeans	0	1	0	0
o	If someone else adds or removes a document, do we have a guarantee that we iterate over all documents?	SearchRequestBuilder	0	0	0	1
p	JavaFX is bundled with Java 7 since u06.	JavaFX	0	0	0	1
o	"Possible duplicate of ,Call another rest api from my server in Spring-Boot"",I suggest to always add imports to solutions like these."	rest	0	0	0	1
n	Problem is jaxb and xmlbeans require a mapping schema and arent auto ...	jaxb	0	0	0	1
o	"To Philipp Working on that at the moment, you want to be able to use something like ,InitMessage, instead of ,Message<MessageType.INIT>,."",I like the idea: that's more of a callback approach."	InitMessage	0	0	0	1
n	"""Since you're using buffer variable locally with no chance of being shared across multiple threads you should consider changing its type to StringBuilder, to avoid the overhead of (useless) synchronization."""	StringBuilder	0	1	0	0
o	"_I looked at Google's Gson as a potential JSON plugin."""	Gson	0	0	0	1
o	"""For URL_http://static.springsource.org/spring/docs/3.0.0.M3/spring-framework- reference/html/ch18s02.html [Restful] I'd use URL_http://blog.springsource.org/2009/03/08/rest-in-spring-3-mvc/ [spring] , or URL_http://www.restlet.org/ [restlet] ."""	spring	0	0	0	1
o	To Thorbj?rnRavnAndersen but it existed far before Java 8 ;),Unless it just stored the last element in a field. How do you think getSize() is implemented?	getSize()	0	0	0	1
o	"To LawrenceDol - seems like your issue is with the question, not this answer, since the answer addresses the question as asked.  your interpretation seems to be one of the two valid interpretations according to wikipedia: ""The 'tail' of a list may refer eit. To LawrenceDol your definition is not the only one. For example, check out javadoc for ,Deque.peekLast, ,the tail of this deque, or null if this deque is empty,. Documents for Java collections define tail as the last element. Original question also uses thi"	Deque.peekLast	0	0	0	1
o	"""URL_http://java.sun.com/javase/6/docs/api/java/net/HttpURLConnection.html In particular, getHeaderField, getHeaderFieldKey, and getContent."""	getHeaderFieldKey	0	0	0	1
o	Since Swing generates some code on its own so it is really helpful to use Netbeans.	Netbeans	0	1	0	0
o	I looked at Google's Gson as a potential JSON plugin.	Gson	0	0	0	1
o	URL_http://json.org/ [Json.org] - Introduction to JSON 	Json.org	0	0	0	1
o	To MarkTielemans The messages have many similarities, but also many differences. Say the HelloResponse contains the serial number of the device. I would like the HelloResponse object to have a getSerialNumber() method. How could I achieve this with generics	HelloResponse	0	0	0	1
p	"To skaffman: You're correct. That is the ,main, goal of an interface, of course. I'm talking more from the perspective of a secondary goal. I will update my answer to reflect this."",The Deque interface was only introduced in Java 6. The LinkedList class (wi"	LinkedList	0	1	0	0
o	The problem with QueryDsl is that you can't use it as a pure query generator as it does not give you the generated query itself.	QueryDsl	0	0	0	1
p	It can parse JSON to Maps and Lists faster than any other lib can parse to a JSON DOM and that is without Index Overlay mode.	JSON	1	0	0	0
p	It's a URL_https://github.com/Netflix/astyanax/wikihttp:// [very-well-documented] Cassandra API with many examples and support very high level features such as locking and all versions of cql.	Cassandra	0	1	0	1
o	"To Cirkel would yo mind to make your comment an answer, so that I can accept it?"",""Sure but NodeProxy depends on Node as well, so instead of having one object dependent of Node, we now have an Object dependent on NodeImpl and Node and one dependent on Node "	NodeProxy	0	1	0	0
o	"""From the same author is URL_http://raymondkng.sys-con.com/node/171477 [JAAS- in-the-Enterprise] , which is an older article but provides a lot of historical background on why the Java SE (JAAS) and Java EE models diverged the way they did."""	JAAS	0	0	0	1
o	"OH wait, does this warning applies to  and inner classes, because you have show me above with example for private class outside of Video class ?"",""Well, I've just test FramSize as a nested class of Video class, and set it as public, is this correct way of doing this?"	FramSize	0	1	0	0
p	There is a large number of excellent Beans you could easily add to your development GUI like i.e.	Beans	0	1	0	0
o	_toJSONString()_);.	toJSONString()	0	0	0	1
p	i know this is an old question but I'd like to point future viewer of the question to URL_https://github.com/Netflix/astyanax [Astyanax] .	Astyanax	0	0	0	1
o	"It looks like you have to do several queries to get all results each time increasing the .setStart(int). I might be mistaken there though.,""What does ,projectDefects.getTotalResultSize(), give you? 200 as well?"	projectDefects.getTotalResultSize()	0	1	0	0
o	"""URL_http://commons.apache.org/io/apidocs/org/apache/comm ons/io/IOUtils.html#copy(java.io.InputStream,%20java.io.Writer,%20java.lang.St ring)."""	java.io.Writer	0	0	0	1
o	"My point is that ToUnicode should work out this shift information for you: but it needs accurate keyboard state information to work - it likely pulls the modifier information from that keyboard table, but since it's being fetched with GetKeyboardState, it does not necessarily reflect actual modifier state, which may be why it's returning unshifted characters. You might want to check if any of the keys corresponding to modifiers are pressed in the keystate array when you expect them to be."",""Well, if I understand you, the only problem is that the ,3, key can be different on every computer. Virutal key should be the same everywhere, I use int value 52 (atm I dont know which of KeyEvent constants it is). On JIntelliType, you can register a hotkey using the proper MOD and the key (in your case ,52,) using ,registerHotkey(), method. Than you can configure anything you want to do in the listener (for example use Robot class to print the charyou want to print)."	GetKeyboardState	0	1	0	0
o	"""However, JavaFX 2.2 (for Java 7) lacks this, and also lacks standard error and info dialgos: see URL_http://stackoverflow.com/a/12760202/105137 ."""	JavaFX	0	1	0	0
o	Do you mean annotations like org.springframework.data.rest.core.annotation.RepositoryRestResource or something like javax.persistence.PersistenceContext?,i meant java persistance annotations	org.springframework.data.rest.core.annotation.RepositoryRestResource	0	1	0	0
o	"To Grodriquez - I dont want to get dragged into a pointless discussion so lets just agree to disagree :),""Please don't abuse ,IllegalStateException,. There is no state involved here."	IllegalStateException	0	0	0	1
n	The documentation isn't easy to read either because I'm only partially familiar with the some of the terms Spring Security used.	Spring Security	0	0	0	1
n	"Dropwizard claims their OAuth2 implementation isn't yet finalized, and may change in the future."""	OAuth2	0	0	1	0
o	"MediaRecorder.OnInfoListener, seems to have ,MEDIA_RECORDER_INFO_MAX_FILESIZE_REACHED, error message, maybe it gave you means to show a Toast?"",""ahh tried Toast.LENGTH_LONG, mad no difference :("	MediaRecorder.OnInfoListener	0	0	0	1
o	"After dealing with it a few times in code, I'm pretty sure it's that way just to make maintenance programmers angry at the API designer.  :-)  Greenfield programmers end up passing around LinkedList (instead of List) so they can use getLast().  Maintenance guys figure out that ArrayList is more appropriate and have to deal with all these specified LinkedLists that really should have been List in the first place (and probably would have been except for this one critical failure in the List interface)..."",""To akarnokd Then you would have to change all your code, and make readers wonder why the custom list, all of that just for a ,getLast(), convenience. I find it annoying too that it's not in the list interface, I understand the minimalist approach, but somet"	LinkedList 	0	1	0	0
o	"""Yes, I'm very familiar with Gson, and Jersey already uses Jackson, but converting JSON to and from POJOs is only one part of the problem, I'm looking for an alternative to Jersey, which is a framework for building REST-HTTP APIs."""	Gson	0	1	0	0
o	+1 Base your development on Swing.	Swing	0	0	0	1
o	The intention is to extract a list of IDs where any given object possessing a group property that contains other JSON objects.	JSON	0	0	0	1
o	Note that the example above uses a simplified way to issue calls via the _ClientResource_ class.	ClientResource	0	0	0	1
o	"possible duplicate of ,Why doesn't ArrayList have getSize() instead of size()?"",This is exactly the kind of explanation I was looking for. Thank you."	ArrayList	0	1	0	0
o	"I'm getting an error with the device.getProperty.  required: org.python.core.PyObject[],java.lang.String[] found: java.lang.String"",To Harkish am also getting the same error. Can u please post jar version which u are using"	org.python.core.PyObject[]	0	1	0	0
p	(Even java.lang.NegativeArraySizeException is better.	java.lang.NegativeArraySizeException	0	0	0	1
n	"To Kevin for such a simple task, I still find it the best approach. Just 2 LOCs and you get your result. You had to define 3 classes to get the same result with Gson. I won't deny its advantages in other situations, but I do not see any here.\"",""That is tru"	Gson	0	1	0	0
o	Memory leak in JBoss.	JBoss	0	0	0	1
o	Microprofile Metrics Counter, could be fitting.	CountController	0	1	0	0
o	"Its mentioned on the ,icon, field of the Notification class. And on this page: ,developer.android.com/guide/topics/ui/notifiers/闁?, but I agrees it's poorly documented for the builders."",""Neither ,setSmallIcon, nor ,setLargeIcon, are showing in my app when I use RemoteView."	RemoteView	0	1	0	0
o	"Hi, thanks for you reply, I saw your comment, I used java6, now I installed and configured java7 but the error is still the same :/ I'll have to try the second option you mention."",""Hi! thanks for you reply, I tried with this code, import javax.net.ssl.TrustManager and javax.net.ssl.X509TrustManager, and I call this method before my code, but the exception still saying the same."	javax.net.ssl.TrustManager	0	0	0	1
o	GSon uses the same design protocol JSON.org went with when developing JSONObject and JSONArray.	JSONObject	0	1	0	0
p	You can do it in a very simple way with resteasy (by Jboss).	Jboss	0	1	0	0
o	To overthink: So you're saying you could also use ,synchronized(sharedObject) {...}, blocks instead of the ,Global.webLock.lock()/unlock(), statements?	Global.webLock.lock()	0	1	0	0
o	Most applications of this feature would be related to security.  For example, my (non-Jersey) web application will generate one-time-use nonces for certain AJAX calls (all under the same path) to Jersey.  The interceptor would be responsible for checking the validity of this nonce.	ContainerResponse filter(...)	0	1	0	0
o	"To srini.venigalla - a half dozen is generally too many.  Keep in mind there is no reason to necessarily to have ANY ,custom, exceptions - you can throw ,IllegalArgumentException, or something else that fits your needs."",""Agreed. You will have to set a limi"	IllegalArgumentException	0	0	0	1
o	"""Ohh because I am looking at the Tomcat logs, and not log4j."""	log4j	0	0	0	1
o	"I ended on others questions you replied to; some people arguing that likes, duration, views, etc... (if i remember the ones you get in a """"statistics"""" call) should be defaults 闁?in my opinion too"",or there should be the possibility to chain api calls on googles server: search.list to videos.list"	videos.list	0	1	0	0
p	"To DavidUntama Just send it as JSON and then use ,GSON.fromJson, on your server to parse it."",""What is ,IOUtils, in your answer?"	GSON.fromJson	0	1	0	0
p	"""The json.org library does pretty well with serializing basic beans with reflection, but doesn't have these advanced features."""	json.org	0	1	0	0
o	"I've already provided a link to the section which discusses this. It states plainly 'The key abstraction of information in REST is a resource. Any information that can be named can be a resource: a document or image, a temporal service (e.g. """"today's weather in Los Angeles""""), a collection of other resources, a non-virtual object (e.g. a person), and so on. In other words, any concept that might be the target of an author's hypertext reference must fit within the definition of a resource. A resource is a conceptual mapping to a set of entities...'"",""The section you're quoting provides no guidance on what a URL should look like. Neither does anyplace else in the dissertation. REST, as defined by Fielding, means you're using HATEOAS and following links, not hacking URLs. Hackable URLs are a convenience for developers. They may or may not be good design, but they are not REST."	REST	0	0	0	1
p	Maybe you should try the URL_http://www.bouncycastle.org/ [BouncyCastle] crypto provider.	BouncyCastle	0	1	0	0
o	"I believe OP referes to a Desktop Java App (not a JavaEE-based web-app).,""Yeah but I would just import ,HttpServer,, open a port and send data from my extension to ,localhost:<port>,. That seems like the path of least resistance to me."	HttpServer	0	1	0	0
o	No real need to close the BufferedReader/InputStreamReader as they're only wrapping the stream +1 !!	BufferedReader	0	0	0	1
o	"How do I do the Google transliteration from within my swing application. Please can you make this simple for me, by explaining the details. Also is there any other method for Google transliteration without using Rhino"",""The simplest way is to call their REST api directly, like in the example above.  Just set the ,ime, and ,text, parameters to your input (to select the languages and set the text to transliterate), make the call with HttpUrlConnection (or any other java HTTP client) and parse the JSON string it returns. I was half joking about the Rhino thing - it would work, but is a ridiculously complicated way of doing it."	HTTP client	0	1	0	0
o	"If you don't want the dialog, you need not call the PDFPrinter.showPrintDialog() method. Instead, call the PdfPrinter.print(String pageRange, int numOfCopies) method. It is mentioned in the article in the last line."",""Convert the Office document to PDF first, and print that.  For docx, try docx4j; for xlsx and old binary formats, try POI or, for a non Java approach, OpenOffice."	PDFPrinter.showPrintDialog()	0	1	0	0
o	I copy-pasted this example to my maven project, in which I have dependencies for ApacheJMeter_core and ApacheJMeter_http. What happens to me is that the sampler is never called. I investigated why and it seems that the hash tree being cloned into the JMeterThread is cloned absent the LoopController. So at this part: ,Sampler e = this.threadGroupLoopController.next();                  while(true) {                     while(this.running && e != null) {, it does not execute the loop and the sampler is not called. What gives?	ApacheJMeter_http	0	0	0	1
o	"More, the JVM crash is probably caused by the opened streams or by the rest of the code thats ommited."",""AFAIK, using ,try (BufferedReader reader = new BufferedReader( new InputStreamReader( allmoviesUrl.openStream(), """"UTF-8"""" ) )), closes the ,reader,, who in turn closes the ,InputStreamReader,, who in turn closes the ,InputStream,. Other than that, I agree that parallelization of broken code only makes it crash faster. :D Let's call it ,fail-fast,. :D"	BufferedReader	0	0	0	1
o	"Can you give an example of the """"right"""" annotations to go with this?"",""Is there a good tutorial or documentation anywhere once you get past the basics? Pro JPA 2 Mastering the Java Persistence API is a much better than the sun tutorial, but doesn't go into enough detail. I'm having a hard time creating complex joins using Criteria API and not finding extensive documentation and examples."	Java Persistence API	0	1	0	0
p	"""Although JMX is definately not meant for this kind of use, we have proven that it can be done - with no code changes and a minimal amount of XML (a big Thank You to Spring for MBeanExporter and MBeanProxyFactoryBean)."""	MBeanExporter	0	1	0	0
o	IOUtils.toString is deprecated.	IOUtils.toString	0	1	0	0
o	We are using JBoss 4.2.3 which in turn comes with version 3.2.1.ga of Hibernate.	JBoss	0	0	0	1
o	"""See its URL_http://www.theserverside.com/news/thread.tss?thread_id=50059 [announcement] on TheServerSide to see how it compare to JTidy, TagSoup, NekoHtml."""	TagSoup	0	0	0	1
o	"I think when people ask about a memmove equivalent (as opposed to a memcpy equivalent), usually case (b) applies. Nonetheless, good answer."",""To jalf: As Jherico mentioned in the answer, copyOf and copyOfRange both create new arrays, and cannot be used for copying stuff to the same array."	copyOf	0	1	0	0
o	"I copy-pasted this example to my maven project, in which I have dependencies for ApacheJMeter_core and ApacheJMeter_http. What happens to me is that the sampler is never called. I investigated why and it seems that the hash tree being cloned into the JMeterThread is cloned absent the LoopController. So at this part: ,Sampler e = this.threadGroupLoopController.next();                  while(true) {                     while(this.running && e != null) {, it does not execute the loop and the sampler is not called. What gives?"",""Hi, what changes do i have to do when i want to run this as distributed testing?"	ApacheJMeter_cor	0	1	0	0
o	"""@Tovi7 It probably doesn't because most OOTB Collections already provide readable toString()s, whereas arrays don't."""	toString()	0	1	0	0
n	"""As far as the user API is concerned, log4j 2.0 is largely incompatible with log4j 1.x."""	log4j 1.x	0	0	0	1
o	Note for those who don't know: JBoss Messaging is a rewrite of JBoss MQ that advertises much improved performance.	JBoss Messaging	1	0	0	0
o	"My point is that ToUnicode should work out this shift information for you: but it needs accurate keyboard state information to work - it likely pulls the modifier information from that keyboard table, but since it's being fetched with GetKeyboardState, it does not necessarily reflect actual modifier state, which may be why it's returning unshifted characters. You might want to check if any of the keys corresponding to modifiers are pressed in the keystate array when you expect them to be."",""Well, if I understand you, the only problem is that the ,3, key can be different on every computer. Virutal key should be the same everywhere, I use int value 52 (atm I dont know which of KeyEvent constants it is). On JIntelliType, you can register a hotkey using the proper MOD and the key (in your case ,52,) using ,registerHotkey(), method. Than you can configure anything you want to do in the listener (for example use Robot class to print the charyou want to print)."	ToUnicode	0	1	0	0
o	"how about upload file to server?,""To DavidUntama Just send it as JSON and then use ,GSON.fromJson, on your server to parse it."	JSON	0	1	0	0
o	"""URL_http://commons.apache.org/io/apidocs/org/apache/comm ons/io/IOUtils.html#copy(java.io.InputStream,%20java.io.Writer,%20java.lang.St ring)."""	java.io.Writer	0	0	0	1
n	"Please don't use this code in a production environment as it disables all certificate checking. Therefore your implementation is then vulnerable to ,MITM attacks,."",""Hi! thanks for you reply, I tried with this code, import javax.net.ssl.TrustManager and javax.net.ssl.X509TrustManager, and I call this method before my code, but the exception still saying the same."	javax.net.ssl.TrustManager	0	1	0	0
p	Log4j 2.0 provides an adaptation layer for log4j 1.x which at present time (2012-08) is URL_http://logging.apache.org/log4j/2.x/log4j12-api/api.html [CODETERM1] .	Log4j 2.0	0	0	0	1
o	"Can you provide code example from CRFClassifier to training and classifying?,""I haven't worked with the library myself, but I did find some documentation on it, albeit scattered a bit. See the addition information above..."	CRFClassifier	0	0	0	1
o	With Jersey or any JAX-RS project you can use a CODETERM1 / CODETERM2 for complete control over your JSON binding.	Jersey	0	1	0	0
o	"Good point on the additions to the HashTree. I was playing around with the JMeter API a little while back but I'm a bit rusty on the details of data structure passed into the JMeter Engine configure method :),""Hi, what changes do i have to do when i want to run this as distributed testing?"	HashTree	0	1	0	0
p	BTW I hope that future version of JAX-RS add a nice client side API along the lines of the one in Jersey .	JAX-RS	0	0	0	1
o	"No, I agree that hacky solutions should be avoided in APIs. Thanks."",""the first solution could be implemented as a ,AbstractTask, with ,List<Runnable> executionList, as a constructor parameter and ,executionList.add(this), in its constructor, and the non-sense list could be checked at runtime, might not catch all bugs, but some."	AbstractTask	0	0	0	1
o	"""html#fromJson%28java.lang.String,%20java.lang.Class%29 [CODETERM6] ."""	java.lang.String	0	0	0	1
n	"To techierishi: Make sure that you are on version 1.3.0 of the Gradle for Android plugin.,""I've added useLibrary but I'm still getting in this """"Unable to find optional library: org.apache.http.legacy"""" error in my build?"	useLibrary	0	0	0	1
o	"Edited to fix parsing of &lt;s. To Tim, I agree that """"implementing your own"""" for such a common pattern sounds terrible. In the absence of a standard, a single in-house implementation is better than many, different per-class implementations (speaking from some unfortunate experience). I've never encountered a situation where adding/removing listeners needs to be optimized. AWTEventMulticaster pre-dates the Java concurrency package and CopyOnWriteArrayListener, which allows a simple, readable thread-safe implementation."",""Any issues in deciding between (1) and (2)?  It looks like (2) is a whole lot more complicated than (1).  Thus, I am thinking, just make ,getData(), blocking, or poll the API, where I can get away with it."	AWTEventMulticaster	0	0	0	1
o	"""You can use URL_http://www.rexsl.com/rexsl- test/apidocs-0.10/com/rexsl/test/request/JdkRequest.html [CODETERM1] from URL_http://www.rexsl.com/rexsl-test [rexsl-test] (I'm a developer), which does all this work for you, decorating CODETERM2 , firing HTTP requests and parsing responses, for example: CODESNIPPET_JAVA1 ."""	JdkRequest	0	1	0	0
o	"I tried this example and successfully converted the JPEG2TIFF. I am able to open it with IrfanView but not with Microsoft picture Viewer. Also the Microsoft Image Document says that this TIFF image is corrupted. Do you have any idea why this happens ?,""hey, i try the code and I cant seem to get it to compile. It does not reconigze ,TIFFImageWriteParam,. Any idea?"	TIFFImageWriteParam	0	0	0	1
n	Use bufferedInputStream because it supports binary reading.	bufferedInputStream	0	1	0	0
o	You may try using GSON.It's downloadable at URL_http://google- gson.googlecode.com/files/google-gson-1.4-release.zip [ URL_http://google - gson.googlecode.com/files/google-gson-1.4-release.zip] Quite simple to use actually.I used it to parse JSON results from Yelp and there is a simple example here: CODESNIPPET_JAVA1 .	GSON	0	1	0	0
n	"""Let's start with AWT, Swing, SwingX - the Swing way."""	AWT	0	0	0	1
o	I have developed an Add-on for Android's in-built JSON Parser (or.json.	JSON	0	0	0	1
o	To Adamski -  I like this. But if the caller is already throwing the Exception, this exception would be muted right? For e.g. I have seen NumberFormatException not handled because the caller already throws the Exception.  So, is there a corollary rule - a m	NumberFormatException	0	0	0	1
o	"2:** org.hibernate.jdbc.util.BasicFormatterImpl got moved in release 4.0."""	org.hibernate.jdbc.util.BasicFormatterImpl	0	0	0	1
o	"""I have used Matisse, the NetBeans GUI code generator."""	Matisse	0	1	0	0
o	It is build on top of Java EE security hence Java SE hence JAAS.	JAAS	0	0	1	0
o	"""By looking at the Pivot docs, a lot of effort must have went into the code."""	Pivot	0	0	0	1
o	"""It's not a rewrite, really, it shares nothing in common with JBossMQ at all, other than being a JMS implementation with """"JBoss"""" in the title."""	JBossMQ	0	0	0	1
o	"Log4J and SLF4J were developed by the same person, learning from issues found in practice with Log4J."""	SLF4J	0	0	0	1
o	"""Please note, according to Java docs, the available() method might not work with InputStream but always works with BufferedInputStream.In case you don't want to use available() method we can always use the below code CODESNIPPET_JAVA2 ."""	available()	0	1	0	0
o	"""Yes, I'm very familiar with Gson, and Jersey already uses Jackson, but converting JSON to and from POJOs is only one part of the problem, I'm looking for an alternative to Jersey, which is a framework for building REST-HTTP APIs."""	Jersey	0	1	0	0
n	"""Cassandra, Neo4j, MongoDB, etc."""	Cassandra	0	0	0	1
p	What I really like about Spring Security is once it is set up the security is integrated into the project seamlessly.	Spring Security	0	1	1	0
p	"""Sun provides some, and BouncyCastle is another good one."""	BouncyCastle	0	1	0	0
p	"""I am not connected in any way with RedHat/JBoss or SUN/GlassFish, my company (erudis.pl) is supporting and developing for both servers."""	GlassFish	0	0	0	1
o	How to trace a NullPointerException in a chain of getters.	NullPointerException	0	0	0	1
o	To Grodriguez, I have seen the use of ,IllegalStateException, in situations where the classes represent states in a model, where the methods are called through an interface reference, making its use a valid one. As we don't know the context of the OP, I did	IllegalStateException	0	0	0	1
p	"""Finally, Shiro offers extreme 'pluggability' as well."""	Shiro	0	1	0	0
n	"""JGoodies is another layer on top of Swing, like SwingX."""	Swing	0	0	0	1
o	If you're really lucky, the ,Exception, being thrown is a wrapper for some other exception thrown by a library they're using internally.  Does ,getCause(), return anything?  I've seen this kind of thing from too many companies that should know better.  Good luck...	getCause()	0	0	0	1
o	Does JBoss Seam work well on Glassfish?	JBoss Seam	0	0	0	1
o	"Oracle? Java was originally designed, developed, maintained and guarded by Sun Microsystems. Oracle only bought the blame."",""The standard library has never been consistent here; IIRC, the """"beans"""" stuff came late. Consider: ,Object.hashCode(),, ,String.length(),, ,Vector.size(), (since JDK 1.0), ,Hashtable.elements(),, etc."	String.length()	0	1	0	0
n	I tried Jackson when I was doing interoperability between .NET and Java and dates was a mess for me.	Jackson	0	0	0	1
p	"""JMS works better on GlassFish - this applies to GF vs. JBoss 4.X.As far as I see the JMS implementation was drastically modified inJBoss 5.X, so maybe this claim is no longer true 4."""	GlassFish	0	1	0	0
o	java.net versus java.nio.	java.net	0	0	0	1
o	Did you get the solution for this ?,Not exactly. now I changed my code into new JsonArrayRequest from StringRequest and its working.	JsonArrayRequest	0	1	0	0
p	"""FWIW, almost all Java JSON libraries support this conversion mode, including GSON, Jackson and Genson."""	JSON	0	1	0	0
p	"""Finally, you might also want to check out SWT (the GUI toolkit used for Eclipse, and an alternative to both AWT and Swing), which is somewhat of a return to the AWT idea of accessing native Widgets through Java."""	AWT	0	1	0	0
o	The documentation of Querydsl doesn't mention whether it's possible to not use code generation.	Querydsl	0	0	0	1
o	"Debugger**Debug a Swing GUI application without looking into the source code and control the execution flow in terms of high-level structures."""	Swing	0	0	0	1
o	It is possible to enhance the original log4j classes.	log4j	0	0	0	1
n	SAX is not what I want and main purpose of JTidy is cleaning an XML.	JTidy	0	1	0	0
o	"To DavidUntama Just send it as JSON and then use ,GSON.fromJson, on your server to parse it."",""What is ,IOUtils, in your answer?"	IOUtils	0	0	0	1
o	"""AWT, Swing and SWT are UI toolkits but I would certainly not call them """"frameworks""""."""	SWT	0	0	0	1
o	I am using JFace and RCP for rich clients.	RCP	0	0	0	1
o	"Log4J and SLF4J were developed by the same person, learning from issues found in practice with Log4J."""	Log4J	0	0	0	1
o	"HttpClient was already deprecated in Android L, so i recommend using HttpURLConnection"",To techierishi: Make sure that you are on version 1.3.0 of the Gradle for Android plugin."	HttpURLConnection	0	1	0	0
o	"Based on the feedback here I have decided to use constructor injection and to remove the default constructor as the parent of a component can never change by design (immutable heritage).  There is a single interface type that is permitted to have an empty parent and all methods that call getParent() are aware that the top node will return null.  If any other type of class provides null in the constructor then I throw an IllegalArgumentException so that it will fail fast. I also documented in the code that parent should always be non-null (along with the exceptional case).,""Also, I'm not sure you can control the order in which the Spring wiring frameworks calls your bean's setters."	IllegalArgumentException	0	0	0	1
o	"""(I thought I would use log4j directly, but that was before I learned a little bit more about logging and a lot of respectable libraries seem to choose the path of a bridge/facade for their logging needs."""	log4j	0	0	0	1
o	line 21: ToStringBuilder cannot be resolved.	ToStringBuilder	0	1	0	0
p	Neither are as simple and intuitive as Shiro's solution: CODESNIPPET_JAVA1 .	Shiro	0	1	0	0
o	"""You may want to look at URL_http://simple.sourceforge.net/ [Simple] , its the closest thing I've found to the System.Xml.Serialization in .Net."""	System.Xml.Serialization	0	0	0	1
o	"""If you want a DOM-like API - that is, one where the XML parser turns the document into a tree of Element and Attribute nodes - then there are at least four to choose from: DOM itself, JDOM, DOM4J, and XOM."""	XOM	0	1	0	0
p	"""Kundera is a object-datastore mapping tool for Cassandra, Hbase and MongoDB."""	Kundera	0	0	0	1
o	"""NetBeans has a WYSIWYG editor, and the code is automatically generated for you, which is then protected, however you can add custom code to add listeners and other events that the end user may be interested in using, such as buttons, text forms and areas, and other nice GUI tools."""	NetBeans	0	1	0	0
p	AppScale is open source and lets you run your GAE app on EC2 or your own cluster.	AppScale	0	1	0	1
o	"possible duplicate of ,Backslash problem with String.replaceAll"",""Or, if manual escaping is not feasible (e.g. when building a pattern at runtime), use ,Pattern.quote(String), and ,Matcher.quoteReplacement(String),."	Pattern.quote(String)	0	0	0	1
o	Did you get it resolved ?,Excuse me if my question is very trivial but I'm really struggling to start using Retrofit (yet zero progress). Should we have something like a php page to accomplish the task?	Retrofit 	0	1	0	0
o	To Adamski, Valentin: I agree with that there should be an error, I was just arguing that the MissingElementException should be a runtime exception. If you include the error check in the normal flow, you get one more branch anyway. You usually need to handl. To srini.venigalla - a half dozen is generally too many.  Keep in mind there is no reason to necessarily to have ANY ,custom, exceptions - you can throw ,IllegalArgumentException, or something else that fits your needs.	IllegalArgumentException	0	0	0	1
n	"""""""rather than using native API's like DirectX on Windows"""": false, Swing uses Java2D, which may use DirectX when supported."""	Swing	0	1	0	0
o	"""FWIW, our code started with java.net.HttpURLConnection, but when we had to add SSL and work around some of the weird use cases in our screwy internal networks, it became a real headache."""	java.net.HttpURLConnection	0	1	0	0
o	"""Maybe it is a matter of definition, but RIA frameworks are basically designed to run in browsers."""	RIA	0	0	0	1
o	"To anonymous See ,this,. Probably it helps you."",I get java.io.IOException: Server returned HTTP response code: 403 for URL from some time. Do you have any solution for that?"	java.io.IOException	0	0	0	1
p	"""URL_http://www.opencalais.com/ [OpenCalais] is a free service, for example; many commercial ones exist."""	OpenCalais	0	0	0	1
o	The MapUtils class offered by the Apache Commons project offers a MapUtils.debugPrint method which will pretty print your map.	MapUtils.debugPrint	0	1	0	0
o	"To henriqueor i added the ,JSON, data"",""To deshi the following link contains the ,Student.java, class  ,Student.java"	Student.java	0	1	0	0
o	"I was using api 23, Mike's solution worked."",""Agreed. I have the same problem, but in this case the the failure is ,Caused by: android.os.BadParcelableException: ClassNotFoundException when unmarshalling: android.support.v7.widget.RecyclerView$SavedState,. My RecyclerView is already coming in on an ,<include>,, so the marked answer would not solve my issue, but this does."	android.os.BadParcelableException	0	0	0	1
o	Could you please provide an example of JPA annotation that can be used in RESTful API client?,Do you mean annotations like org.springframework.data.rest.core.annotation.RepositoryRestResource or something like javax.persistence.PersistenceContext?	RESTful	0	0	0	1
o	@ThorbjrnRavnAndersen - consider editing top answer for Java JSON library with your comment.	JSON	0	0	0	1
o	Below is an example of using this mechanism to leverage MOXy as the JSON provider.	JSON	0	1	0	1
o	"""So I'd call it the pioneer, not Restlet."""	Restlet	0	0	0	1
o	"""Or in this case, IOUtils.toString(inputStream, encoding)."""	IOUtils.toString(inputStream, encoding)	0	0	0	1
o	"Can this Api support hover function and linking?,""To user1525144 Sure, all you need is to add a MouseListener on each JLabel upon mouse clicked events, you can use ,Desktop.getDesktop().browse(),, upon mouseEntered/mouseExited you can act for the hovering. You can also set the cursor to ,Cursor.getPredefin"	Desktop.getDesktop().browse()	0	1	0	0
o	"""Actually, Gson does not use set methods when deserializing (nor does it use get methods when serializing)."""	Gson	0	1	0	0
p	"""Regardless of everything else, slf4j is extremely useful."""	slf4j	0	1	0	0
o	Astyanax is also URL_http://mvnrepository.com/artifact/com.netflix.astyanax/astyanax [Mavenized] .	Astyanax	0	0	0	1
